Date_Exploitation,VT,Heure_Deb_Course_Theo,Sens,Rame,SV,Rang_Course,Num_Arret,Nom_Arret,Heure_Arret_Theo,Montées,Descentes
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5011,HENRI SAPPIA,16:40:00  ,0,0
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5012,COMTE DE FALICON,16:41:35  ,0,0
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5013,LE RAY,16:43:00  ,0,0
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5014,GORBELLA,16:45:00  ,0,0
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5015,VALROSE UNIV.,16:47:37  ,0,0
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5016,BORRIGLIONE,16:49:30  ,0,0
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5017,LIBERATION,16:51:00  ,0,0
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5018,GARE THIERS,16:54:00  ,0,0
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5019,JEAN MEDECIN,16:57:00  ,0,0
2017/07/08,VT103,16:40:00  ,A,1015,3,28,5020,MASSENA,16:59:00  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5020,MASSENA,17:03:00  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5043,JEAN MEDECIN,17:04:00  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5044,GARE THIERS,17:07:00  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5045,LIBERATION,17:09:00  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5046,BORRIGLIONE,17:10:11  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5047,VALROSE UNIV.,17:11:42  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5048,GORBELLA,17:14:00  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5049,LE RAY,17:16:00  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5050,COMTE DE FALICON,17:17:23  ,0,0
2017/07/08,VT103,17:03:00  ,R,1015,3,29,5051,HENRI SAPPIA,17:19:00  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5011,HENRI SAPPIA,17:26:00  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5012,COMTE DE FALICON,17:27:35  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5013,LE RAY,17:29:00  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5014,GORBELLA,17:31:00  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5015,VALROSE UNIV.,17:33:37  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5016,BORRIGLIONE,17:35:30  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5017,LIBERATION,17:37:00  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5018,GARE THIERS,17:40:00  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5019,JEAN MEDECIN,17:43:00  ,0,0
2017/07/08,VT103,17:26:00  ,A,1015,3,30,5020,MASSENA,17:45:00  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5020,MASSENA,17:49:00  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5043,JEAN MEDECIN,17:50:00  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5044,GARE THIERS,17:53:00  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5045,LIBERATION,17:55:00  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5046,BORRIGLIONE,17:56:11  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5047,VALROSE UNIV.,17:57:42  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5048,GORBELLA,18:00:00  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5049,LE RAY,18:02:00  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5050,COMTE DE FALICON,18:03:23  ,0,0
2017/07/08,VT103,17:49:00  ,R,1015,3,31,5051,HENRI SAPPIA,18:05:00  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5011,HENRI SAPPIA,18:12:00  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5012,COMTE DE FALICON,18:13:35  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5013,LE RAY,18:15:00  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5014,GORBELLA,18:17:00  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5015,VALROSE UNIV.,18:19:37  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5016,BORRIGLIONE,18:21:30  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5017,LIBERATION,18:23:00  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5018,GARE THIERS,18:26:00  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5019,JEAN MEDECIN,18:28:00  ,0,0
2017/07/08,VT103,18:12:00  ,A,1015,3,32,5020,MASSENA,18:30:00  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5020,MASSENA,18:34:00  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5043,JEAN MEDECIN,18:35:00  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5044,GARE THIERS,18:38:00  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5045,LIBERATION,18:40:00  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5046,BORRIGLIONE,18:41:11  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5047,VALROSE UNIV.,18:42:42  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5048,GORBELLA,18:45:00  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5049,LE RAY,18:47:00  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5050,COMTE DE FALICON,18:48:23  ,0,0
2017/07/08,VT103,18:34:00  ,R,1015,3,33,5051,HENRI SAPPIA,18:50:00  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5011,HENRI SAPPIA,18:58:00  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5012,COMTE DE FALICON,18:59:35  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5013,LE RAY,19:01:00  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5014,GORBELLA,19:03:00  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5015,VALROSE UNIV.,19:05:11  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5016,BORRIGLIONE,19:06:45  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5017,LIBERATION,19:08:00  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5018,GARE THIERS,19:11:00  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5019,JEAN MEDECIN,19:13:00  ,0,0
2017/07/08,VT103,18:58:00  ,A,1015,3,34,5020,MASSENA,19:15:00  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5020,MASSENA,19:19:00  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5043,JEAN MEDECIN,19:20:00  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5044,GARE THIERS,19:22:00  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5045,LIBERATION,19:24:00  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5046,BORRIGLIONE,19:25:11  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5047,VALROSE UNIV.,19:26:42  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5048,GORBELLA,19:29:00  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5049,LE RAY,19:31:00  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5050,COMTE DE FALICON,19:32:23  ,0,0
2017/07/08,VT103,19:19:00  ,R,1015,3,35,5051,HENRI SAPPIA,19:34:00  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5011,HENRI SAPPIA,19:44:00  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5012,COMTE DE FALICON,19:45:35  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5013,LE RAY,19:47:00  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5014,GORBELLA,19:49:00  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5015,VALROSE UNIV.,19:51:11  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5016,BORRIGLIONE,19:52:45  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5017,LIBERATION,19:54:00  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5018,GARE THIERS,19:57:00  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5019,JEAN MEDECIN,19:58:00  ,0,0
2017/07/08,VT103,19:44:00  ,A,1015,3,36,5020,MASSENA,20:00:00  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5020,MASSENA,20:04:00  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5043,JEAN MEDECIN,20:05:00  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5044,GARE THIERS,20:07:00  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5045,LIBERATION,20:09:00  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5046,BORRIGLIONE,20:10:11  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5047,VALROSE UNIV.,20:11:42  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5048,GORBELLA,20:14:00  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5049,LE RAY,20:16:00  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5050,COMTE DE FALICON,20:17:23  ,0,0
2017/07/08,VT103,20:04:00  ,R,1015,3,37,5051,HENRI SAPPIA,20:19:00  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5011,HENRI SAPPIA,20:30:00  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5012,COMTE DE FALICON,20:31:35  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5013,LE RAY,20:33:00  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5014,GORBELLA,20:35:00  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5015,VALROSE UNIV.,20:37:11  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5016,BORRIGLIONE,20:38:45  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5017,LIBERATION,20:40:00  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5018,GARE THIERS,20:42:00  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5019,JEAN MEDECIN,20:43:00  ,0,0
2017/07/08,VT103,20:30:00  ,A,1015,3,38,5020,MASSENA,20:45:00  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5020,MASSENA,20:49:00  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5043,JEAN MEDECIN,20:50:00  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5044,GARE THIERS,20:52:00  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5045,LIBERATION,20:54:00  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5046,BORRIGLIONE,20:55:11  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5047,VALROSE UNIV.,20:56:42  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5048,GORBELLA,20:59:00  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5049,LE RAY,21:01:00  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5050,COMTE DE FALICON,21:02:23  ,0,0
2017/07/08,VT103,20:49:00  ,R,1015,3,39,5051,HENRI SAPPIA,21:04:00  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5011,HENRI SAPPIA,21:15:00  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5012,COMTE DE FALICON,21:16:35  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5013,LE RAY,21:18:00  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5014,GORBELLA,21:20:00  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5015,VALROSE UNIV.,21:22:11  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5016,BORRIGLIONE,21:23:45  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5017,LIBERATION,21:25:00  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5018,GARE THIERS,21:27:00  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5019,JEAN MEDECIN,21:28:00  ,0,0
2017/07/08,VT103,21:15:00  ,A,1015,3,40,5020,MASSENA,21:30:00  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5020,MASSENA,21:34:00  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5043,JEAN MEDECIN,21:35:00  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5044,GARE THIERS,21:37:00  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5045,LIBERATION,21:39:00  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5046,BORRIGLIONE,21:40:11  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5047,VALROSE UNIV.,21:41:42  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5048,GORBELLA,21:44:00  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5049,LE RAY,21:46:00  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5050,COMTE DE FALICON,21:47:23  ,0,0
2017/07/08,VT103,21:34:00  ,R,1015,3,41,5051,HENRI SAPPIA,21:49:00  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5011,HENRI SAPPIA,22:00:00  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5012,COMTE DE FALICON,22:01:35  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5013,LE RAY,22:03:00  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5014,GORBELLA,22:05:00  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5015,VALROSE UNIV.,22:07:11  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5016,BORRIGLIONE,22:08:45  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5017,LIBERATION,22:10:00  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5018,GARE THIERS,22:12:00  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5019,JEAN MEDECIN,22:13:00  ,0,0
2017/07/08,VT103,22:00:00  ,A,1015,3,42,5020,MASSENA,22:15:00  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5020,MASSENA,22:19:00  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5043,JEAN MEDECIN,22:20:00  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5044,GARE THIERS,22:22:00  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5045,LIBERATION,22:24:00  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5046,BORRIGLIONE,22:25:11  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5047,VALROSE UNIV.,22:26:42  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5048,GORBELLA,22:29:00  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5049,LE RAY,22:31:00  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5050,COMTE DE FALICON,22:32:23  ,0,0
2017/07/08,VT103,22:19:00  ,R,1015,3,43,5051,HENRI SAPPIA,22:34:00  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5011,HENRI SAPPIA,22:45:00  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5012,COMTE DE FALICON,22:46:35  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5013,LE RAY,22:48:00  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5014,GORBELLA,22:50:00  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5015,VALROSE UNIV.,22:52:11  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5016,BORRIGLIONE,22:53:45  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5017,LIBERATION,22:55:00  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5018,GARE THIERS,22:57:00  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5019,JEAN MEDECIN,22:58:00  ,0,0
2017/07/08,VT103,22:45:00  ,A,1015,3,44,5020,MASSENA,23:00:00  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5020,MASSENA,23:04:00  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5043,JEAN MEDECIN,23:05:00  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5044,GARE THIERS,23:07:00  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5045,LIBERATION,23:09:00  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5046,BORRIGLIONE,23:10:11  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5047,VALROSE UNIV.,23:11:42  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5048,GORBELLA,23:14:00  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5049,LE RAY,23:16:00  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5050,COMTE DE FALICON,23:17:23  ,0,0
2017/07/08,VT103,23:04:00  ,R,1015,3,45,5051,HENRI SAPPIA,23:19:00  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5011,HENRI SAPPIA,23:30:00  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5012,COMTE DE FALICON,23:31:35  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5013,LE RAY,23:33:00  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5014,GORBELLA,23:35:00  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5015,VALROSE UNIV.,23:37:11  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5016,BORRIGLIONE,23:38:45  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5017,LIBERATION,23:40:00  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5018,GARE THIERS,23:42:00  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5019,JEAN MEDECIN,23:43:00  ,0,0
2017/07/08,VT103,23:30:00  ,A,1015,3,46,5020,MASSENA,23:45:00  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5020,MASSENA,23:49:00  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5043,JEAN MEDECIN,23:50:00  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5044,GARE THIERS,23:52:00  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5045,LIBERATION,23:54:00  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5046,BORRIGLIONE,23:55:11  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5047,VALROSE UNIV.,23:56:42  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5048,GORBELLA,23:59:00  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5049,LE RAY,00:01:00  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5050,COMTE DE FALICON,00:02:23  ,0,0
2017/07/08,VT103,23:49:00  ,R,1015,3,47,5051,HENRI SAPPIA,00:04:00  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5011,HENRI SAPPIA,00:20:00  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5012,COMTE DE FALICON,00:21:35  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5013,LE RAY,00:23:00  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5014,GORBELLA,00:25:00  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5015,VALROSE UNIV.,00:27:11  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5016,BORRIGLIONE,00:28:45  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5017,LIBERATION,00:30:00  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5018,GARE THIERS,00:32:00  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5019,JEAN MEDECIN,00:33:00  ,0,0
2017/07/08,VT103,00:20:00  ,A,1015,3,48,5020,MASSENA,00:35:00  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5020,MASSENA,00:39:00  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5043,JEAN MEDECIN,00:40:00  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5044,GARE THIERS,00:42:00  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5045,LIBERATION,00:44:00  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5046,BORRIGLIONE,00:45:11  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5047,VALROSE UNIV.,00:46:42  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5048,GORBELLA,00:49:00  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5049,LE RAY,00:50:00  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5050,COMTE DE FALICON,00:51:23  ,0,0
2017/07/08,VT103,00:39:00  ,R,1015,3,49,5051,HENRI SAPPIA,00:53:00  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5011,HENRI SAPPIA,01:06:00  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5012,COMTE DE FALICON,01:07:35  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5013,LE RAY,01:09:00  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5014,GORBELLA,01:11:00  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5015,VALROSE UNIV.,01:13:11  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5016,BORRIGLIONE,01:14:45  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5017,LIBERATION,01:16:00  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5018,GARE THIERS,01:18:00  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5019,JEAN MEDECIN,01:19:00  ,0,0
2017/07/08,VT103,01:06:00  ,A,1015,3,50,5020,MASSENA,01:21:00  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5020,MASSENA,01:30:00  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5043,JEAN MEDECIN,01:31:00  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5044,GARE THIERS,01:33:00  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5045,LIBERATION,01:35:00  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5046,BORRIGLIONE,01:36:11  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5047,VALROSE UNIV.,01:37:42  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5048,GORBELLA,01:40:00  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5049,LE RAY,01:41:00  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5050,COMTE DE FALICON,01:42:23  ,0,0
2017/07/08,VT103,01:30:00  ,R,1015,3,51,5051,HENRI SAPPIA,01:44:00  ,0,0
2017/07/08,VT103,01:44:01  ,R,1015,3,52,398,DEPOT TRAM,01:48:59  ,0,0
2017/07/08,VT103,01:44:01  ,R,1015,3,52,5051,HENRI SAPPIA,01:44:00  ,0,0
2017/07/09,VT102,04:53:00  ,A,1015,2,1,5011,HENRI SAPPIA,05:00:00  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5011,HENRI SAPPIA,05:00:00  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5012,COMTE DE FALICON,05:01:03  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5013,LE RAY,05:01:59  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5014,GORBELLA,05:03:59  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5015,VALROSE UNIV.,05:06:10  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5016,BORRIGLIONE,05:07:44  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5017,LIBERATION,05:08:59  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5018,GARE THIERS,05:10:59  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5019,JEAN MEDECIN,05:12:59  ,0,0
2017/07/09,VT102,05:00:01  ,A,1015,2,2,5020,MASSENA,05:14:59  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5020,MASSENA,05:23:00  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5043,JEAN MEDECIN,05:25:00  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5044,GARE THIERS,05:27:00  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5045,LIBERATION,05:29:00  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5046,BORRIGLIONE,05:30:11  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5047,VALROSE UNIV.,05:31:42  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5048,GORBELLA,05:34:00  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5049,LE RAY,05:35:00  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5050,COMTE DE FALICON,05:36:23  ,0,0
2017/07/09,VT102,05:23:00  ,R,1015,2,3,5051,HENRI SAPPIA,05:38:00  ,0,0
2017/07/09,VT102,05:45:00  ,A,1015,2,4,5011,HENRI SAPPIA,05:45:00  ,0,0
2017/07/09,VT102,05:45:00  ,A,1015,2,4,5012,COMTE DE FALICON,05:46:03  ,0,0
2017/07/09,VT102,05:45:00  ,A,1015,2,4,5013,LE RAY,05:47:00  ,0,0
2017/07/09,VT102,05:45:00  ,A,1015,2,4,5014,GORBELLA,05:49:00  ,0,0
2017/07/09,VT102,05:45:00  ,A,1015,2,4,5015,VALROSE UNIV.,05:51:11  ,0,0
