#Date de creation : 201711071221;;;;;;;;;;;;;
#Debut de periode : 201711061221;;;;;;;;;;;;;
#Fin de periode : 201711071221;;;;;;;;;;;;;
#Sites attendus : S0000005;Y6434010;Y6442010;Y6234020;Y6125012;Y6035610;Y6442022;Y6042010;Y6122010;Y6002030;Y6224010;Y6424010;Y6334040;Y6442020
#Entite; Parametre (H ou Q); Reseau (AAAAMMDDHHmm); Valeur (H en m, Q en m3/s);;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6442010;Q;2,02E+11;12.700;;;;;;;;;;
Y6442010;Q;2,02E+11;12.700;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;12.000;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;15.500;;;;;;;;;;
Y6442010;Q;2,02E+11;13.300;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;12.000;;;;;;;;;;
Y6442010;Q;2,02E+11;15.500;;;;;;;;;;
Y6442010;Q;2,02E+11;13.300;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;12.700;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;12.000;;;;;;;;;;
Y6442010;Q;2,02E+11;12.000;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;12.000;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;12.000;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;10.800;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;8.900;;;;;;;;;;
Y6442010;Q;2,02E+11;8.200;;;;;;;;;;
Y6442010;Q;2,02E+11;9.500;;;;;;;;;;
Y6442010;Q;2,02E+11;10.100;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6442010;Q;2,02E+11;25.200;;;;;;;;;;
Y6442010;Q;2,02E+11;37.300;;;;;;;;;;
Y6442010;Q;2,02E+11;26.600;;;;;;;;;;
Y6442010;Q;2,02E+11;20.000;;;;;;;;;;
Y6442010;Q;2,02E+11;17.800;;;;;;;;;;
Y6442010;Q;2,02E+11;15.500;;;;;;;;;;
Y6442010;Q;2,02E+11;14.400;;;;;;;;;;
Y6442010;Q;2,02E+11;12.700;;;;;;;;;;
Y6442010;Q;2,02E+11;11.400;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6234020;Q;2,02E+11;0.000;;;;;;;;;;
Y6042010;H;2,02E+11;-0.086;;;;;;;;;;
Y6042010;H;2,02E+11;-0.091;;;;;;;;;;
Y6042010;H;2,02E+11;-0.089;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.089;;;;;;;;;;
Y6042010;H;2,02E+11;-0.091;;;;;;;;;;
Y6042010;H;2,02E+11;-0.088;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.089;;;;;;;;;;
Y6042010;H;2,02E+11;-0.091;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.083;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.091;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.089;;;;;;;;;;
Y6042010;H;2,02E+11;-0.091;;;;;;;;;;
Y6042010;H;2,02E+11;-0.091;;;;;;;;;;
Y6042010;H;2,02E+11;-0.089;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.088;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.089;;;;;;;;;;
Y6042010;H;2,02E+11;-0.091;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.104;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.109;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.104;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.094;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.104;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.097;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.098;;;;;;;;;;
Y6042010;H;2,02E+11;-0.104;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.104;;;;;;;;;;
Y6042010;H;2,02E+11;-0.103;;;;;;;;;;
Y6042010;H;2,02E+11;-0.101;;;;;;;;;;
Y6042010;H;2,02E+11;-0.106;;;;;;;;;;
Y6042010;H;2,02E+11;-0.106;;;;;;;;;;
Y6042010;H;2,02E+11;-0.106;;;;;;;;;;
Y6042010;H;2,02E+11;-0.104;;;;;;;;;;
Y6042010;H;2,02E+11;-0.106;;;;;;;;;;
Y6334040;H;2,02E+11;0.548;;;;;;;;;;
Y6334040;H;2,02E+11;0.547;;;;;;;;;;
Y6334040;H;2,02E+11;0.547;;;;;;;;;;
Y6334040;H;2,02E+11;0.547;;;;;;;;;;
Y6334040;H;2,02E+11;0.546;;;;;;;;;;
Y6334040;H;2,02E+11;0.546;;;;;;;;;;
Y6334040;H;2,02E+11;0.546;;;;;;;;;;
Y6334040;H;2,02E+11;0.544;;;;;;;;;;
Y6334040;H;2,02E+11;0.543;;;;;;;;;;
Y6334040;H;2,02E+11;0.542;;;;;;;;;;
Y6334040;H;2,02E+11;0.539;;;;;;;;;;
Y6334040;H;2,02E+11;0.537;;;;;;;;;;
Y6334040;H;2,02E+11;0.542;;;;;;;;;;
Y6334040;H;2,02E+11;0.543;;;;;;;;;;
Y6334040;H;2,02E+11;0.543;;;;;;;;;;
Y6334040;H;2,02E+11;0.542;;;;;;;;;;
Y6334040;H;2,02E+11;0.542;;;;;;;;;;
Y6334040;H;2,02E+11;0.542;;;;;;;;;;
Y6334040;H;2,02E+11;0.545;;;;;;;;;;
Y6334040;H;2,02E+11;0.549;;;;;;;;;;
Y6334040;H;2,02E+11;0.553;;;;;;;;;;
Y6334040;H;2,02E+11;0.555;;;;;;;;;;
Y6334040;H;2,02E+11;0.556;;;;;;;;;;
Y6334040;H;2,02E+11;0.558;;;;;;;;;;
Y6334040;H;2,02E+11;0.560;;;;;;;;;;
Y6334040;H;2,02E+11;0.562;;;;;;;;;;
Y6334040;H;2,02E+11;0.562;;;;;;;;;;
Y6334040;H;2,02E+11;0.561;;;;;;;;;;
Y6334040;H;2,02E+11;0.561;;;;;;;;;;
Y6334040;H;2,02E+11;0.561;;;;;;;;;;
Y6334040;H;2,02E+11;0.561;;;;;;;;;;
Y6334040;H;2,02E+11;0.560;;;;;;;;;;
Y6334040;H;2,02E+11;0.553;;;;;;;;;;
Y6334040;H;2,02E+11;0.543;;;;;;;;;;
Y6334040;H;2,02E+11;0.531;;;;;;;;;;
Y6334040;H;2,02E+11;0.520;;;;;;;;;;
Y6334040;H;2,02E+11;0.510;;;;;;;;;;
Y6334040;H;2,02E+11;0.502;;;;;;;;;;
Y6334040;H;2,02E+11;0.496;;;;;;;;;;
Y6334040;H;2,02E+11;0.492;;;;;;;;;;
Y6334040;H;2,02E+11;0.490;;;;;;;;;;
Y6334040;H;2,02E+11;0.492;;;;;;;;;;
Y6334040;H;2,02E+11;0.494;;;;;;;;;;
Y6334040;H;2,02E+11;0.496;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.501;;;;;;;;;;
Y6334040;H;2,02E+11;0.500;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.497;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.499;;;;;;;;;;
Y6334040;H;2,02E+11;0.499;;;;;;;;;;
Y6334040;H;2,02E+11;0.500;;;;;;;;;;
Y6334040;H;2,02E+11;0.501;;;;;;;;;;
Y6334040;H;2,02E+11;0.500;;;;;;;;;;
Y6334040;H;2,02E+11;0.499;;;;;;;;;;
Y6334040;H;2,02E+11;0.501;;;;;;;;;;
Y6334040;H;2,02E+11;0.501;;;;;;;;;;
Y6334040;H;2,02E+11;0.499;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.499;;;;;;;;;;
Y6334040;H;2,02E+11;0.500;;;;;;;;;;
Y6334040;H;2,02E+11;0.500;;;;;;;;;;
Y6334040;H;2,02E+11;0.500;;;;;;;;;;
Y6334040;H;2,02E+11;0.499;;;;;;;;;;
Y6334040;H;2,02E+11;0.499;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.500;;;;;;;;;;
Y6334040;H;2,02E+11;0.500;;;;;;;;;;
Y6334040;H;2,02E+11;0.502;;;;;;;;;;
Y6334040;H;2,02E+11;0.502;;;;;;;;;;
Y6334040;H;2,02E+11;0.503;;;;;;;;;;
Y6334040;H;2,02E+11;0.503;;;;;;;;;;
Y6334040;H;2,02E+11;0.503;;;;;;;;;;
Y6334040;H;2,02E+11;0.502;;;;;;;;;;
Y6334040;H;2,02E+11;0.499;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.498;;;;;;;;;;
Y6334040;H;2,02E+11;0.499;;;;;;;;;;
Y6334040;H;2,02E+11;0.502;;;;;;;;;;
Y6334040;H;2,02E+11;0.504;;;;;;;;;;
Y6334040;H;2,02E+11;0.503;;;;;;;;;;
Y6334040;H;2,02E+11;0.501;;;;;;;;;;
Y6334040;H;2,02E+11;0.501;;;;;;;;;;
Y6334040;H;2,02E+11;0.502;;;;;;;;;;
Y6334040;H;2,02E+11;0.502;;;;;;;;;;
Y6334040;H;2,02E+11;0.502;;;;;;;;;;
Y6334040;H;2,02E+11;0.503;;;;;;;;;;
Y6424010;H;2,02E+11;-0.460;;;;;;;;;;
Y6424010;H;2,02E+11;-0.460;;;;;;;;;;
Y6424010;H;2,02E+11;-0.460;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.460;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.460;;;;;;;;;;
Y6424010;H;2,02E+11;-0.460;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.460;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
