#Date de creation : 201711071221;;;;;;;;;;;;;
#Debut de periode : 201711061221;;;;;;;;;;;;;
#Fin de periode : 201711071221;;;;;;;;;;;;;
#Sites attendus : S0000005;Y6434010;Y6442010;Y6234020;Y6125012;Y6035610;Y6442022;Y6042010;Y6122010;Y6002030;Y6224010;Y6424010;Y6334040;Y6442020
#Entite; Parametre (H ou Q); Reseau (AAAAMMDDHHmm); Valeur (H en m, Q en m3/s);;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6035610;Q;2,02E+11;0.000;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.800;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;18.200;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.400;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;16.400;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;16.400;;;;;;;;;;
Y6122010;Q;2,02E+11;16.100;;;;;;;;;;
Y6122010;Q;2,02E+11;17.100;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6122010;Q;2,02E+11;16.400;;;;;;;;;;
Y6122010;Q;2,02E+11;16.400;;;;;;;;;;
Y6122010;Q;2,02E+11;16.400;;;;;;;;;;
Y6122010;Q;2,02E+11;16.800;;;;;;;;;;
Y6442020;Q;2,02E+11;75.100;;;;;;;;;;
Y6442020;Q;2,02E+11;74.200;;;;;;;;;;
Y6442020;Q;2,02E+11;72.200;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;84.900;;;;;;;;;;
Y6442020;Q;2,02E+11;84.900;;;;;;;;;;
Y6442020;Q;2,02E+11;84.900;;;;;;;;;;
Y6442020;Q;2,02E+11;84.900;;;;;;;;;;
Y6442020;Q;2,02E+11;84.900;;;;;;;;;;
Y6442020;Q;2,02E+11;84.900;;;;;;;;;;
Y6442020;Q;2,02E+11;82.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.900;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;81.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;80.000;;;;;;;;;;
Y6442020;Q;2,02E+11;79.000;;;;;;;;;;
Y6442020;Q;2,02E+11;79.000;;;;;;;;;;
Y6442020;Q;2,02E+11;79.000;;;;;;;;;;
Y6442020;Q;2,02E+11;79.000;;;;;;;;;;
Y6442020;Q;2,02E+11;79.000;;;;;;;;;;
Y6442020;Q;2,02E+11;79.000;;;;;;;;;;
Y6442020;Q;2,02E+11;79.000;;;;;;;;;;
Y6442020;Q;2,02E+11;79.000;;;;;;;;;;
Y6442020;Q;2,02E+11;79.000;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;78.100;;;;;;;;;;
Y6442020;Q;2,02E+11;77.100;;;;;;;;;;
Y6442020;Q;2,02E+11;77.100;;;;;;;;;;
Y6442020;Q;2,02E+11;77.100;;;;;;;;;;
Y6442020;Q;2,02E+11;75.100;;;;;;;;;;
Y6442020;Q;2,02E+11;74.200;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.600;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6224010;Q;2,02E+11;1.500;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6442022;Q;2,02E+11;16.200;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;16.500;;;;;;;;;;
Y6442022;Q;2,02E+11;16.200;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;16.500;;;;;;;;;;
Y6442022;Q;2,02E+11;16.200;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;14.000;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;14.000;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.000;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.000;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.000;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;13.200;;;;;;;;;;
Y6442022;Q;2,02E+11;14.700;;;;;;;;;;
Y6442022;Q;2,02E+11;15.400;;;;;;;;;;
Y6442022;Q;2,02E+11;15.900;;;;;;;;;;
Y6442022;Q;2,02E+11;20.400;;;;;;;;;;
Y6442022;Q;2,02E+11;20.400;;;;;;;;;;
Y6442022;Q;2,02E+11;18.600;;;;;;;;;;
Y6442022;Q;2,02E+11;17.200;;;;;;;;;;
Y6442022;Q;2,02E+11;16.700;;;;;;;;;;
Y6442022;Q;2,02E+11;16.500;;;;;;;;;;
Y6442022;Q;2,02E+11;16.400;;;;;;;;;;
Y6442022;Q;2,02E+11;16.200;;;;;;;;;;
Y6442022;Q;2,02E+11;16.000;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.600;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
Y6434010;Q;2,02E+11;1.400;;;;;;;;;;
